jmdict_seq,kana,kanji,waller_definition,jlpt_level
1550190,うら,裏,reverse side,N4
1588550,うりば,売り場,place where things are sold,N4
1219510,うれしい,,glad,N4
1001090,うん,,(informal) yes,N4
1172830,うんてん,運転,to drive,N4
1172870,うんてんしゅ,運転手,driver,N4
1172910,うんどう,運動,to exercise,N4
1028580,エスカレーター,,escalator,N4
1310530,えだ,枝,"branch, twig",N4
1588730,えらぶ,選ぶ,to choose,N4
1178450,えんりょ,遠慮,"to be reserved, to be restrained",N4
1001180,おいでになる,,(respectful) to be,N4
1612770,おいわい,お祝い,congratulation,N4
1032030,オートバイ,,motorcycle,N4
1001640,おかげ,,owing to,N4
1190860,おかしい,,strange or funny,N4
1182620,おく,億,one hundred million,N4
1182710,おくじょう,屋上,rooftop,N4
1589030,おくりもの,贈り物,gift,N4
1402730,おくる,送る,to send,N4
1589040,おくれる,遅れる,to be late,N4
1223660,おこす,起す,to wake,N4
1589060,おこなう,行う,to do,N4
1445690,おこる,怒る,"to get angry,to be angry",N4
1589110,おしいれ,押し入れ,closet,N4
1002170,おじょうさん,お嬢さん,young lady,N4
1002400,おたく,お宅,(polite) your house,N4
1548550,おちる,落る,to fall or drop,N4
1238840,おっしゃる,,(respectful) to say,N4
1496480,おっと,夫,husband,N4
1270550,おつり,,"change from purchase, balance",N4
1576900,おと,音,"sound,note",N4
1589260,おとす,落す,to drop,N4
1546880,おどり,踊り,a dance,N4
1538440,おどる,踊る,to dance,N4
1238680,おどろく,驚く,to be surprised,N4
1604135,おまつり,お祭り,festival,N4
1001870,おみまい,お見舞い,"calling on someone who is ill,enquiry",N4
1002500,おみやげ,お土産,souvenir,N4
1309260,おもいだす,思い出す,to remember,N4
1589350,おもう,思う,"to think,to feel",N4
1217070,おもちゃ,,toy,N4
1489340,おもて,表,the front,N4
1365040,おや,親,parents,N4
1589500,おりる,下りる,to get off,N4
1385910,おる,折る,to break or to fold,N4
1270810,おれい,お礼,expression of gratitude,N4
1385920,おれる,折れる,to break or be folded,N4
1589590,おわり,終わり,the end,N4
1036290,カーテン,,curtain,N4
1201280,かいがん,海岸,coast,N4
1198360,かいぎ,会議,meeting,N4
1198380,かいぎしつ,会議室,meeting room,N4
1198660,かいじょう,会場,assembly hall or meeting place,N4
1198880,かいわ,会話,conversation,N4
1221250,かえり,帰り,return,N4
1510650,かえる,変える,to change,N4
1192700,かがく,科学,science,N4
1238550,かがみ,鏡,mirror,N4
1357210,かざる,飾る,to decorate,N4
1193950,かじ,火事,fire,N4
1040060,ガス,,petrol,N4
1040250,ガソリン,,petrol,N4
1040260,ガソリンスタンド,,petrol station,N4
1257110,かたい,堅い,hard,N4
1257110,かたい,硬い,hard,N4
1257110,かたい,固い,hard,N4
1250220,かたち,形,shape,N4
1511790,かたづける,片付ける,to tidy up,N4
1195840,かちょう,課長,section manager,N4
1346150,かつ,勝つ,to win,N4
1590480,かっこう,格好,appearance,N4
1192420,かない,家内,housewife,N4
1483190,かなしい,悲しい,sad,N4
1487400,かならず,必ず,"certainly,necessarily",N4
2429350,おかねもち,お金持ち,rich man,N4
1242970,かねもち,金持ち,rich man,N4
1483150,かのじょ,彼女,"she,girlfriend",N4
1509290,かべ,壁,wall,N4
1279680,かまう,,to mind,N4
1477950,かみ,髪,hair,N4
1209240,かむ,噛む,"to bite,to chew",N4
1432850,かよう,通う,to commute,N4
1040380,ガラス,,a glass pane,N4
1483070,かれ,彼,"he,boyfriend",N4
1483090,かれら,彼ら,they,N4
1209650,かわく,乾く,to get dry,N4
1590770,かわり,代わり,"substitute,alternate",N4
1510790,かわる,変わる,to change,N4
1281020,かんがえる,考える,to consider,N4
1215810,かんけい,関係,relationship,N4
1213870,かんごふ,看護婦,female nurse,N4
1214330,かんたん,簡単,simple,N4
1221520,き,気,"spirit,mood",N4
1220800,きかい,機会,opportunity,N4
1218560,きけん,危険,danger,N4
1591150,きこえる,聞こえる,to be heard,N4
1222700,きしゃ,汽車,steam train,N4
1225130,ぎじゅつ,技術,"art,technology,skill",N4
1222840,きせつ,季節,season,N4
1223021,きそく,規則,regulations,N4
1003430,きっと,,surely,N4
1258710,きぬ,絹,silk,N4
1262530,きびしい,厳しい,strict,N4
1222590,きぶん,気分,mood,N4
1591420,きまる,決る,to be decided,N4
1247250,きみ,君,(informal) You (used by men towards women),N4
1254180,きめる,決める,to decide,N4
1591430,きもち,気持ち,"feeling,mood",N4
1423240,きもの,着物,kimono,N4
1226630,きゃく,客,"guest,customer",N4
1228560,きゅう,急,"urgent, steep",N4
1228690,きゅうこう,急行,"speedy, express",N4
1236950,きょういく,教育,education,N4
1237030,きょうかい,教会,church,N4
1234140,きょうそう,競争,competition,N4
1238410,きょうみ,興味,an interest,N4
1242350,きんじょ,近所,neighbourhood,N4
1592500,ぐあい,具合,"condition,health",N4
1245470,くうき,空気,"air,atmosphere",N4
1245570,くうこう,空港,airport,N4
1401910,くさ,草,grass,N4
1184280,くださる,,(respectful) to give,N4
1592270,くび,首,neck,N4
1173100,くも,雲,cloud,N4
1483540,くらべる,比べる,to compare,N4
1269130,くれる,呉れる,to give,N4
1514960,くれる,暮れる,"to get dark,to come to an end",N4
1247260,くん,君,suffix for familiar young male,N4
1533820,け,毛,hair or fur,N4
1252090,けいかく,計画,to plan,N4
1251270,けいけん,経験,to experience,N4
1251320,けいざい,経済,"finance,economy",N4
1252390,けいさつ,警察,police,N4
1047860,ケーキ,,cake,N4
1200220,けが,怪我,to injure,N4
1250870,けしき,景色,"scene,landscape",N4
1350080,けしゴム,消しゴム,eraser,N4
1185290,げしゅく,下宿,lodging,N4
1254130,けっして,決して,never,N4
2853889,けれど,,however,N4
2853889,けれども,,however,N4
1261190,げんいん,原因,"cause,source",N4
1257040,けんか,喧嘩,to quarrel,N4
1258520,けんきゅう,研究,research,N4
1258570,けんきゅうしつ,研究室,"study room,laboratory",N4
1260000,けんぶつ,見物,sightseeing,N4
1307770,こ,子,child,N4
1004310,こう,斯う,this way,N4
1282490,こうがい,郊外,outskirts,N4
1282260,こうぎ,講義,lecture,N4
1278040,こうぎょう,工業,the manufacturing industry,N4
1283500,こうこう,高校,high school,N4
1283510,こうこうせい,高校生,high school student,N4
1578700,こうじょう,工場,factory,N4
1279590,こうちょう,校長,headmaster,N4
1272280,こうつう,交通,"traffic,transportation",N4
1282340,こうどう,講堂,auditorium,N4
1283860,こうとうがっこう,高等学校,high school,N4
1274820,こうむいん,公務員,government worker,N4
1286400,こくさい,国際,international,N4
1360480,こころ,心,"core,heart",N4
1270390,ごしゅじん,御主人,(honorable) your husband,N4
1267180,こしょう,故障,to break-down,N4
1593570,ごぞんじ,ご存じ,"knowing,acquaintance",N4
1449530,こたえ,答,response,N4
1593590,ごちそう,,a feast,N4
2524270,こと,,"thing,matter",N4
1348530,ことり,小鳥,small bird,N4
1004690,このあいだ,,"the other day,recently",N4
1004710,このごろ,,"these days,nowadays",N4
1295530,こまかい,細かい,"small, fine",N4
1369900,ごみ,塵,rubbish,N4
1593410,こむ,込む,to be crowded,N4
1508750,こめ,米,uncooked rice,N4
2217040,ごらんになる,,(respectful) to see,N4
1004790,これから,,after this,N4
1593480,こわい,怖い,frightening,N4
1199890,こわす,壊す,to break,N4
1199900,こわれる,壊れる,to be broken,N4
1051970,コンサート,,concert,N4
1289370,こんど,今度,"now,next time",N4
1053350,コンピュータ,,computer,N4
1053350,コンピューター,,computer,N4
1289520,こんや,今夜,tonight,N4
1293780,さいきん,最近,"latest,nowadays",N4
1293810,さいご,最後,"last,end",N4
1293990,さいしょ,最初,"beginning,first",N4
1297110,さか,坂,"slope,hill",N4
1593670,さがす,探す,to look for,N4
1184160,さがる,下る,"to get down,to descend",N4
1379750,さかん,盛ん,"popularity,prosperous",N4
1184170,さげる,下げる,"to hang,to lower,to move back",N4
1291270,さしあげる,差し上げる,(polite) to give,N4
1005180,さっき,先,some time ago,N4
1579720,さびしい,寂しい,lonely,N4
1293640,さらいげつ,さ来月,the month after next,N4
1293650,さらいしゅう,さ来週,the week after next,N4
1057850,サラダ,,salad,N4
1403040,さわぐ,騒ぐ,"to make noise,to be excited",N4
1357980,さわる,触る,to touch,N4
1303770,さんぎょう,産業,industry,N4
1058480,サンダル,,sandal,N4
1058580,サンドイッチ,,sandwich,N4
1304680,ざんねん,残念,disappointment,N4
1308090,し,市,city,N4
1315130,じ,字,character,N4
1312420,しあい,試合,"match,game",N4
1594110,しかた,仕方,method,N4
1394730,しかる,然る,a particular,N4
1312350,しけん,試験,examination,N4
1313850,じこ,事故,accident,N4
1421210,じしん,地震,earthquake,N4
1316300,じだい,時代,era,N4
1185930,したぎ,下着,underwear,N4
1310260,したく,支度,to prepare,N4
1594400,しっかり,,"firmly,steadily",N4
1320140,しっぱい,失敗,"failure,mistake",N4
1595270,じてん,辞典,dictionary,N4
1490670,しなもの,品物,goods,N4
1304420,しばらく,,little while,N4
1446760,しま,島,island,N4
1308690,しみん,市民,citizen,N4
1314400,じむしょ,事務所,office,N4
1322700,しゃかい,社会,"society,public",N4
1322920,しゃちょう,社長,company president,N4
1323500,じゃま,,"hindrance,intrusion",N4
1065680,ジャム,,jam,N4
1318720,じゆう,自由,freedom,N4
1333090,しゅうかん,習慣,"custom,manners",N4
1334080,じゅうしょ,住所,"an address,a residence",N4
1335440,じゅうどう,柔道,judo,N4
1335080,じゅうぶん,十分,enough,N4
1339460,しゅっせき,出席,to attend,N4
1340000,しゅっぱつ,出発,to depart,N4
1329000,しゅみ,趣味,hobby,N4
1341670,じゅんび,準備,to prepare,N4
1351430,しょうかい,紹介,introduction,N4
1347870,しょうがっこう,小学校,elementary school,N4
1348430,しょうせつ,小説,novel,N4
1349610,しょうたい,招待,to invite,N4
1349480,しょうち,承知,to consent,N4
1347710,しょうらい,将来,"future,prospects",N4
1358490,しょくじ,食事,to have a meal,N4
1358680,しょくりょうひん,食料品,groceries,N4
1345250,じょせい,女性,woman,N4
1420410,しらせる,知らせる,to notify,N4
1429060,しらべる,調べる,to investigate,N4
1367300,じんこう,人口,population,N4
1364670,じんじゃ,神社,Shinto shrine,N4
1365250,しんせつ,親切,kindness,N4
1360930,しんぱい,心配,to worry,N4
1362400,しんぶんしゃ,新聞社,newspaper company,N4
1371320,すいえい,水泳,swimming,N4
1371920,すいどう,水道,water supply,N4
1372800,ずいぶん,,extremely,N4
1372980,すうがく,数学,"mathematics,arithmetic",N4
1066680,スーツ,,suit,N4
1066690,スーツケース,,suitcase,N4
1195970,すぎる,過ぎる,to exceed,N4
1586265,すく,空く,to become empty,N4
1068550,スクリーン,,screen,N4
1374550,すごい,凄い,terrific,N4
1365980,すすむ,進む,to make progress,N4
1006110,すっかり,,completely,N4
1006140,すっと,,"straight,all of a sudden",N4
1070280,ステーキ,,steak,N4
1322320,すてる,捨てる,to throw away,N4
1070650,ステレオ,,stereo,N4
1291500,すな,砂,sand,N4
1397300,すばらしい,,wonderful,N4
1208640,すべる,滑る,"to slide,to slip",N4
1246440,すみ,隅,"corner,nook",N4
1295070,すむ,済む,to finish,N4
1567450,すり,掏摸,pickpocket,N4
1006280,すると,,then,N4
1378860,せいかつ,生活,to live,N4
1378990,せいさん,生産,to produce,N4
1375970,せいじ,政治,"politics,government",N4
1381100,せいよう,西洋,western countries,N4
1373860,せかい,世界,the world,N4
1382250,せき,席,seat,N4
1386460,せつめい,説明,explanation,N4
1472800,せなか,背中,back of the body,N4
1374530,ぜひ,,without fail,N4
1374300,せわ,世話,to look after,N4
1391780,せん,線,line,N4
1395620,ぜんぜん,全然,not entirely (used in a negative sentence),N4
1390360,せんそう,戦争,war,N4
1388410,せんぱい,先輩,senior,N4
1006610,そう,,really,N4
1401210,そうだん,相談,to discuss,N4
1160570,そだてる,育てる,"to rear,to bring up",N4
1405890,そつぎょう,卒業,graduation,N4
1396840,そふ,祖父,grandfather,N4
1075500,ソフト,,soft,N4
1396860,そぼ,祖母,grandmother,N4
1007000,それで,,because of that,N4
1007040,それに,,moreover,N4
1007060,それほど,,to that extent,N4
1345605,そろそろ,,"gradually,soon",N4
1007130,そんな,,that sort of,N4
2008740,そんなに,,"so much,like that",N4
1411300,たいいん,退院,to leave hospital,N4
1413260,だいがくせい,大学生,university student,N4
1413940,だいじ,大事,"important,valuable,serious matter",N4
1414470,だいたい,大体,generally,N4
1414580,たいてい,大抵,usually,N4
1075940,タイプ,,"type,style",N4
1414920,だいぶ,大分,greatly,N4
1596780,たいふう,台風,typhoon,N4
1445790,たおれる,倒れる,to break down,N4
1007310,だから,,"so,therefore",N4
1596930,たしか,確か,definite,N4
1404700,たす,足す,to add a number,N4
1518070,たずねる,訪ねる,to visit,N4
1369940,たずねる,尋ねる,to ask,N4
1376600,ただしい,正しい,correct,N4
1356750,たたみ,畳,Japanese straw mat,N4
1551530,たてる,立てる,to stand something up,N4
1257330,たてる,建てる,to build,N4
1556370,たとえば,例えば,for example,N4
1416700,たな,棚,shelves,N4
1207250,たのしみ,楽しみ,joy,N4
1207270,たのしむ,楽む,to enjoy oneself,N4
1634500,たまに,,occasionally,N4
1157080,ため,為,in order to,N4
1409110,だめ,,no good,N4
1404740,たりる,足りる,to be enough,N4
1420160,だんせい,男性,male,N4
1419860,だんぼう,暖房,heating,N4
1255060,ち,血,blood,N4
1077550,チェック,,to check,N4
1554820,ちから,力,"strength,power",N4
1007560,ちっとも,,not at all (used with a negative verb),N4
1007660,ちゃん,,suffix for familiar female person,N4
1426530,ちゅうい,注意,caution,N4
1423650,ちゅうがっこう,中学校,"junior high school,middle school",N4
1426590,ちゅうしゃ,注射,injection,N4
1426920,ちゅうしゃじょう,駐車場,parking lot,N4
1421540,ちり,地理,geography,N4
1597780,つかまえる,捕まえる,to seize,N4
1255430,つき,月,moon,N4
1495740,つく,付く,to be attached,N4
1433680,つける,漬ける,"to soak,to pickle",N4
1444980,つごう,都合,"circumstances,convenience",N4
1441870,つたえる,伝える,to report,N4
1405790,つづく,続く,to be continued,N4
1405800,つづける,続ける,to continue,N4
1584060,つつむ,包む,to wrap,N4
1294330,つま,妻,(humble) wife,N4
1382980,つもり,積もり,intention,N4
1434120,つる,釣る,to fish,N4
1559290,つれる,連れる,to lead,N4
1427360,ていねい,丁寧,polite,N4
1079290,テキスト,,"text,text book",N4
1437450,てきとう,適当,suitability,N4
1340460,できるだけ,,as much as possible,N4
1328190,てつだう,手伝う,to assist,N4
1080000,テニス,,tennis,N4
1328090,てぶくろ,手袋,glove,N4
1315240,てら,寺,temple,N4
1441390,てん,点,"point,dot",N4
1440670,てんいん,店員,shop assistant,N4
1438770,てんきよほう,天気予報,weather forecast,N4
1443660,でんとう,電灯,electric light,N4
1443760,でんぽう,電報,telegram,N4
1440660,てんらんかい,展覧会,exhibition,N4
1621470,と,都,metropolitan,N4
1454180,どうぐ,道具,"tool,means",N4
1449890,とうとう,到頭,"finally, after all",N4
1451490,どうぶつえん,動物園,zoo,N4
1177820,とおく,遠く,distant,N4
1433030,とおる,通る,to go through,N4
1454670,とくに,特に,"particularly,especially",N4
1455280,とくべつ,特別,special,N4
1349410,とこや,,barber,N4
1582200,とちゅう,途中,on the way,N4
1454750,とっきゅう,特急,limited express train (faster than an express train),N4
1457210,とどける,届ける,to reach,N4
1474850,とまる,泊まる,to lodge at,N4
1310670,とめる,止める,to stop something,N4
1326830,とりかえる,取り替える,to exchange,N4
1599340,どろぼう,泥棒,thief,N4
1009320,どんどん,,more and more,N4
1599390,なおす,直す,"to fix,to repair",N4
2846390,なおる,直る,"to be fixed,to be repaired",N4
1599400,なおる,治る,"to be cured,to heal",N4
1599420,なかなか,中々,considerably,N4
1229840,なく,泣く,to weep,N4
1529550,なくなる,無くなる,"to disappear,to get lost",N4
1518540,なくなる,亡くなる,to die,N4
1447000,なげる,投げる,to throw or cast away,N4
1157090,なさる,,(respectful) to do,N4
1532910,なる,鳴る,to sound,N4
1375620,なるべく,,as much as possible,N4
1375820,なるほど,,now I understand,N4
1212670,なれる,慣れる,to grow accustomed to,N4
1599760,におい,,a smell,N4
1244310,にがい,苦い,bitter,N4
1599800,にかいだて,二階建て,two storied,N4
1450330,にげる,逃げる,to escape,N4
1463930,にっき,日記,journal,N4
1465720,にゅういん,入院,to hospitalise,N4
1465850,にゅうがく,入学,to enter school or university,N4
1314600,にる,似る,to be similar,N4
1367120,にんぎょう,人形,"doll, figure",N4
1448440,ぬすむ,盗む,to steal,N4
1444270,ぬる,塗る,"to paint,to plaster",N4
1467620,ぬれる,,to get wet,N4
1600160,ねだん,,price,N4
1467710,ねつ,熱,fever,N4
1467910,ねっしん,,enthusiasm,N4
1360320,ねぼう,寝坊,sleeping in late,N4
1529330,ねむい,眠い,sleepy,N4
1529390,ねむる,眠る,to sleep,N4
1304510,のこる,残る,to remain,N4
1600280,のど,喉,throat,N4
1600470,のりかえる,乗り換える,to change between buses or trains,N4
1600530,のりもの,乗り物,vehicle,N4
1546550,は,葉,leaf,N4
1355810,ばあい,場合,situation,N4
1100810,パート,,part time,N4
1473230,ばい,倍,double,N4
1472270,はいけん,拝見,(humble) to look at,N4
1313080,はいしゃ,歯医者,dentist,N4
1172660,はこぶ,運ぶ,to transport,N4
1307550,はじめる,始める,to begin,N4
1355850,ばしょ,場所,location,N4
1476430,はず,筈,it should be so,N4
1421630,はずかしい,恥ずかしい,embarrassed,N4
1101570,パソコン,,personal computer,N4
1477170,はつおん,発音,pronunciation,N4
1010150,はっきり,,clearly,N4
1194660,はなみ,花見,cherry-blossom viewing,N4
1555440,はやし,林,"woods,forester",N4
1501620,はらう,払う,to pay,N4
1482340,ばんぐみ,番組,television or radio program,N4
1480670,はんたい,反対,opposition,N4
1096770,ハンドバッグ,,handbag　,N4
1463770,ひ,日,"day, sun",N4
1193610,ひ,火,fire,N4
1106400,ピアノ,,piano,N4
1556630,ひえる,冷える,to grow cold,N4
1272780,ひかり,光,light,N4
1272820,ひかる,光る,"to shine,to glitter",N4
1601650,ひきだし,引き出し,"drawer,drawing out",N4
1601660,ひきだす,引き出す,to withdraw,N4
1601810,ひげ,髭,beard,N4
1485520,ひこうじょう,飛行場,airport,N4
1227370,ひさしぶり,久しぶり,after a long time,N4
1486460,びじゅつかん,美術館,art gallery,N4
1484930,ひじょうに,非常に,extremely,N4
1226360,びっくり,,to be surprised,N4
1169340,ひっこす,引っ越す,to move house,N4
1487660,ひつよう,必要,necessary,N4
1602060,ひどい,,awful,N4
1202440,ひらく,開く,to open an event,N4
1106010,ビル,,building or bill,N4
1581710,ひるま,昼間,"daytime,during the day",N4
1426290,ひるやすみ,昼休み,noon break,N4
1332570,ひろう,拾う,"to pick up,to gather",N4
1108180,ファックス,,fax,N4
1602440,ふえる,増える,to increase,N4
1362640,ふかい,深い,deep,N4
1501350,ふくざつ,複雑,"complexity,complication",N4
1500800,ふくしゅう,復習,revision,N4
1499460,ぶちょう,部長,head of a section,N4
1497190,ふつう,普通,"usually, or a train that stops at every station",N4
1499230,ぶどう,葡萄,grapes,N4
1408220,ふとる,太る,to become fat,N4
1496890,ふとん,布団,"Japanese bedding, futon",N4
1602800,ふね,舟,ship,N4
1494860,ふべん,不便,inconvenience,N4
1450270,ふむ,踏む,to step on,N4
1282770,ふりだす,降り出す,to start to rain,N4
1116840,プレゼント,,present,N4
1505120,ぶんか,文化,culture,N4
1505190,ぶんがく,文学,literature,N4
1505600,ぶんぽう,文法,grammar,N4
1509430,べつ,別,different,N4
1120010,ベル,,bell,N4
1510640,へん,変,strange,N4
1512220,へんじ,返事,reply,N4
1520120,ぼうえき,貿易,trade,N4
1516750,ほうそう,放送,to broadcast,N4
1517480,ほうりつ,法律,law,N4
1521400,ぼく,僕,I (used by males),N4
1376310,ほし,星,star,N4
1436510,ほど,程,extent,N4
1522050,ほとんど,,mostly,N4
1603550,ほめる,,to praise,N4
1523400,ほんやく,翻訳,translation,N4
1302070,まいる,参る,"(humble) to go,to come",N4
1497980,まける,負ける,to lose,N4
1364360,まじめ,,serious,N4
1387240,まず,先ず,first of all,N4
1524990,または,,"or,otherwise",N4
1215330,まちがえる,間違える,to make a mistake,N4
1215260,まにあう,間に合う,to be in time for,N4
1604290,まわり,周り,surroundings,N4
1604300,まわる,回る,to go around,N4
1526920,まんが,漫画,comic,N4
1604350,まんなか,真ん中,middle,N4
1259140,みえる,見える,to be in sight,N4
1267280,みずうみ,湖,lake,N4
1527040,みそ,味噌,bean paste,N4
1604550,みつかる,見つかる,to be discovered,N4
1604570,みつける,見つける,to discover,N4
1202150,みな,皆,everybody,N4
1279990,みなと,港,harbour,N4
1604800,むかう,向かう,to face,N4
1253190,むかえる,迎える,to go out to meet,N4
1382370,むかし,昔,"olden days, former",N4
1426680,むし,虫,insect,N4
1404390,むすこ,息子,(humble) son,N4
1531190,むすめ,娘,(humble) daughter,N4
1530970,むり,無理,impossible,N4
1346370,めしあがる,召し上がる,(polite) to eat,N4
1431850,めずらしい,珍しい,rare,N4
1362950,もうしあげる,申し上げる,"(humble) to say,to tell",N4
1363090,もうす,申す,"(humble) to be called,to say",N4
2015610,もうすぐ,,soon,N4
2607730,もし,,if,N4
1535780,もちろん,,of course,N4
1293700,もっとも,最も,extremely,N4
1535880,もどる,戻る,to turn back,N4
1534870,もめん,木綿,cotton,N4
1535910,もらう,,to receive,N4
1362490,もり,森,forest,N4
1350600,やく,焼く,"to bake,to grill",N4
1538130,やくそく,約束,promise,N4
1537980,やくにたつ,役に立つ,to be helpful,N4
1350610,やける,焼ける,"to burn,to be roasted",N4
1539040,やさしい,優しい,kind,N4
1605510,やせる,痩せる,to become thin,N4
1012800,やっと,,at last,N4
2772770,やはり,,"as I thought,absolutely",N4
1012810,やっぱり,,"as I thought,absolutely",N4
1310640,やむ,止む,to stop,N4
1310680,やめる,止める,to stop,N4
1605630,やわらかい,柔らかい,soft,N4
1448580,ゆ,湯,hot water,N4
1538820,ゆしゅつ,輸出,to export,N4
1538870,ゆにゅう,輸入,to import,N4
1309650,ゆび,指,finger,N4
1310050,ゆびわ,指輪,finger ring,N4
1529410,ゆめ,夢,dream,N4
1545710,ゆれる,揺れる,"to shake,to sway",N4
1546200,よう,用,use,N4
1546220,ようい,用意,preparation,N4
1546300,ようじ,用事,things to do,N4
1179005,よごれる,汚れる,to get dirty,N4
1543070,よしゅう,予習,preparation for a lesson,N4
1543240,よてい,予定,arrangement,N4
1543750,よやく,予約,reservation,N4
1219680,よる,寄る,to visit,N4
1218760,よろこぶ,喜ぶ,to be delighted,N4
1224880,よろしい,,"(respectful) OK,all right",N4
1550140,りゆう,理由,reason,N4
1549660,りよう,利用,utilization,N4
1554010,りょうほう,両方,both sides,N4
1553130,りょかん,旅館,Japanese hotel,N4
1552760,るす,留守,absence,N4
1557290,れいぼう,冷房,air conditioning,N4
1558050,れきし,歴史,history,N4
1145130,レジ,,register,N4
1145990,レポート,,report,N4
1145990,リポート,,report,N4
1559900,れんらく,連絡,contact,N4
1148520,ワープロ,,word processor,N4
1501660,わかす,沸かす,"to boil,to heat",N4
1606590,わかれる,別れる,to separate,N4
1606680,わく,沸く,"to boil, to grow hot,to get excited",N4
1538330,わけ,訳,"meaning,reason",N4
1519230,わすれもの,忘れ物,lost article,N4
1351360,わらう,笑う,"to laugh,to smile",N4
1606810,わりあい,割合,"rate,ratio,percentage",N4
1208020,われる,割れる,to break,N4
2005990,およぎかた,泳ぎ方,way of swimming,N4
1198180,あう,会う,to meet,N5
1381380,あお,青,blue,N5
1381390,あおい,青い,blue,N5
2013900,あか,赤,red,N5
1383240,あかい,赤い,red,N5
1532350,あかるい,明い,bright,N5
1332650,あき,秋,autumn,N5
1586270,あく,開く,"to open, to become open",N5
1202450,あける,開ける,to open,N5
1352320,あげる,上げる,to give,N5
1428280,あさ,朝,morning,N5
1586330,あさごはん,朝御飯,breakfast,N5
1584640,あさって,,day after tomorrow,N5
1404630,あし,足,"foot, leg",N5
1584660,あした,明日,tomorrow,N5
1000320,あそこ,,over there,N5
1542160,あそぶ,遊ぶ,"to play, to make a visit",N5
1586420,あたたかい,暖かい,warm,N5
1582310,あたま,頭,head,N5
1361490,あたらしい,新しい,new,N5
1483185,あちら,,there,N5
1343460,あつい,暑い,hot,N5
1467720,あつい,熱い,hot to the touch,N5
1275320,あつい,厚い,"kind, deep, thick",N5
1483185,あっち,,over there,N5
1269320,あと,後,afterwards,N5
1223615,あなた,貴方,you,N5
1249900,あに,兄,(humble) older brother,N5
1307630,あね,姉,(humble) older sister,N5
1000430,あの,,um...,N5
1017760,アパート,,apartment,N5
1547450,あびる,,"to bathe, to shower",N5
1218380,あぶない,危ない,dangerous,N5
1213400,あまい,甘い,sweet,N5
1584930,あまり,,not very,N5
1171900,あめ,雨,rain,N5
1153520,あめ,飴,candy,N5
1390930,あらう,洗う,to wash,N5
1296400,ある,有る,"to be,to have (used for inanimate objects)",N5
1514320,あるく,歩く,to walk,N5
2847612,あれ,,that,N5
2820690,いい,,good,N5
1605820,よい,良い,good,N5
1583250,いいえ,,no,N5
1587040,いう,言う,to say,N5
1191730,いえ,家,house,N5
2845606,いかが,,how,N5
1578850,いく,行く,to go,N5
1219960,いくつ,,"how many?,how old?",N5
1219980,いくら,,how much?,N5
1421700,いけ,池,pond,N5
1159980,いしゃ,医者,medical doctor,N5
1157070,いす,,chair,N5
1519290,いそがしい,忙しい,"busy, irritated",N5
1432680,いたい,痛い,painful,N5
1160790,いち,一,one,N5
1576260,いちにち,一日,first of the month,N5
1165970,いちばん,,"best, first",N5
1188760,いつ,何時,when,N5
1268570,いつか,五日,"five days, fifth day",N5
1163400,いっしょ,一緒,together,N5
1268070,いつつ,五つ,five,N5
1188890,いつも,,always,N5
1258330,いぬ,犬,dog,N5
1288850,いま,今,now,N5
1156800,いみ,意味,meaning,N5
1524590,いもうと,妹,(humble) younger sister,N5
1587610,いや,嫌,unpleasant,N5
1582820,いりぐち,入口,entrance,N5
1577980,いる,居る,"to be, to have (used for people and animals)",N5
1546640,いる,要る,to need,N5
1465610,いれる,入れる,to put in,N5
1357600,いろ,色,colour,N5
1587850,いろいろ,,various,N5
1352130,うえ,上,on top of,N5
1269410,うしろ,後ろ,behind,N5
1475480,うすい,薄い,"thin,weak",N5
1193180,うた,歌,song,N5
1588120,うたう,歌う,to sing,N5
1378690,うまれる,生まれる,to be born,N5
1201190,うみ,海,sea,N5
1473950,うる,売る,to sell,N5
1481920,うるさい,煩い,"noisy, annoying",N5
1580340,うわぎ,上着,jacket,N5
1202270,え,絵,picture,N5
1173720,えいが,映画,movie,N5
1173750,えいがかん,映画館,cinema,N5
1174420,えいご,英語,English language,N5
1001140,ええ,,yes,N5
1175140,えき,駅,station,N5
1030630,エレベーター,,elevator,N5
1178590,えんぴつ,鉛筆,pencil,N5
1486650,おいしい,,delicious,N5
1407460,おおい,多い,many,N5
1588880,おおきい,大きい,big,N5
1412890,おおきな,大きな,big,N5
1414220,おおぜい,大勢,great number of people,N5
1002650,おかあさん,お母さん,(honorable) mother,N5
1001710,おかし,お菓子,"sweets, candy",N5
1001820,おかね,お金,money,N5
1223640,おきる,起きる,to get up,N5
1421850,おく,置く,to put,N5
1179330,おくさん,奥さん,(honorable) wife,N5
1329015,おさけ,お酒,"alcohol, rice wine",N5
1299685,おさら,お皿,"plate, dish",N5
1002320,おじいさん,,"grandfather, male senior citizen",N5
1236900,おしえる,教える,"to teach, to tell",N5
2261490,おじさん,,"uncle, middle aged gentleman",N5
1180470,おす,押す,"to push, to stamp something",N5
1421970,おそい,遅い,"late, slow",N5
1002430,おちゃ,お茶,green tea,N5
1002100,おてあらい,お手洗い,bathroom,N5
1002590,おとうさん,お父さん,(honorable) father,N5
1581930,おとうと,弟,younger brother,N5
1419990,おとこ,男,Man,N5
1420010,おとこのこ,男の子,Boy,N5
1576050,おととい,一昨日,day before yesterday,N5
