english_word,part_of_speech,german,cefr_level,guideword,topic
since,adverb,seit,B2,,
since,conjunction,seit,B1,BECAUSE,
sincere,adjective,aufrichtig,C1,HONEST,people: personality
"sincere apologies/thanks, etc.",phrase,aufrichtige Entschuldigung/Danke usw.,C1,,
sincerely,adverb,aufrichtig,C1,EMPHASIS,
sincerity,noun,Aufrichtigkeit,C2,,people: personality
sing,verb,singen,A1,,"arts and media, people: actions"
singer,noun,Sänger,A2,,"arts and media, work"
singing,noun,Singen,A2,,"arts and media, people: actions"
single,adjective,einzel,A2,NOT MARRIED,relationships
single,adjective,einzel,A2,FOR ONE,describing things
single,adjective,einzel,B2,ONE,describing things
single,noun,einzel,B1,,travel
"single/double, etc. figures",phrase,Einzel-/Doppelfiguren usw,C2,,
single parent,phrase,alleinerziehender Elternteil,B1,,relationships
single ticket,phrase,Einzelticket,B1,,travel
singular,adjective,Singular,A2,,
singular,noun,Singular,A2,,
sink,verb,Waschbecken,B1,GO DOWN BELOW,
sink,noun,Waschbecken,A2,,buildings
sink,verb,Waschbecken,B2,FALL,
sip,verb,Schluck,C1,,food and drink
sip,noun,Schluck,C2,,food and drink
sir,noun,Herr,B1,FORM OF ADDRESS,communication
siren,noun,Sirene,C2,,
sister,noun,Schwester,A1,,relationships
sister-in-law,noun,Schwägerin,B2,,relationships
sit,verb,sitzen,A1,BODY POSITION,
sit,verb,sitzen,A2,MOVE BODY,people: actions
sit,verb,sitzen,B2,TEST/EXAM,"education, people: actions"
site,noun,Website,A2,INTERNET,technology
site,noun,Website,B1,PLACE,
"sit sb down/at/in, etc.",phrase,sich hinsetzen/bei/in usw.,C2,,
sitting room,noun,Wohnzimmer,A2,,buildings
situation,noun,Situation,B1,,
sit up/stand up straight,phrase,aufrecht sitzen/aufrecht stehen,B2,,body and health
six,number,sechs,A1,,
sixteen,number,sechzehn,A1,,
sixth,number,sechste,A2,,
sixty,number,sechzig,A2,,
size,noun,Größe,A2,AMOUNT,describing things
size,noun,Größe,A2,MEASURE,describing things
skate,noun,Schlittschuh,A2,,
skate,verb,Schlittschuh,B1,,"people: actions, shopping"
skateboard,noun,Skateboard,A2,,shopping
skateboarding,noun,Skateboarden,A2,,"people: actions, shopping"
skating,noun,Skaten,A2,,"people: actions, shopping"
skeleton,noun,Skeleton,B2,,body and health
sketch,noun,skizzieren,C1,PICTURE,arts and media
sketch,noun,skizzieren,C2,DESCRIPTION,
sketch,noun,skizzieren,C1,ACTING,
sketch sth out,phrasal verb,skizzieren,C2,,
ski,noun,Ski,B1,,shopping
ski,verb,Ski,B1,,"people: actions, shopping"
skiing,noun,Skifahren,A2,,"people: actions, shopping"
skilful,adjective,geschickt,B2,GOOD AT,people: personality
skilful,adjective,geschickt,C1,DONE WELL,
skill,noun,Fähigkeit,B1,,people: personality
skilled,adjective,kompetent,B2,,"people: personality, work"
skin,noun,Haut,B2,FRUIT,natural world
skin,noun,Haut,B1,BODY,body and health
skip,verb,überspringen,B2,NOT DO,people: actions
skip,verb,überspringen,C1,AVOID,communication
skirt,noun,Rock,A1,,clothes
skull,noun,Schädel,C2,,body and health
sky,noun,Himmel,A2,,natural world
slam,verb,zuschlagen,B2,CLOSE,people: actions
"slam sth down/onto/into, etc.",phrase,niederschlagen/auf/hineinschlagen usw.,B2,,people: actions
slang,noun,Slang,C1,,communication
slap,verb,schlagen,B2,,people: actions
slap,noun,schlagen,C2,,
slash,noun,Schrägstrich,B2,,communication
slaughter,noun,schlachten,C2,,
slave,noun,Sklave,B2,,work
slavery,noun,Sklaverei,C1,,
sleep,verb,schlafen,A1,NOT AWAKE,
sleep,noun,schlafen,B1,NOT AWAKE,
sleep,noun,schlafen,B1,PERIOD OF SLEEPING,
sleep on it,phrase,schlafe darauf,C2,,
sleep with sb,phrasal verb,mit schlafen,C2,,relationships
sleepy,adjective,schläfrig,B1,TIRED,
sleepy,adjective,schläfrig,C1,PLACE,
sleeve,noun,Ärmel,B1,CLOTHING,clothes
slender,adjective,schlank,C2,,
slice,noun,Scheibe,A2,FOOD,food and drink
slice,noun,Scheibe,C2,PART,
slice,verb,Scheibe,B2,,people: actions
"slide (sth) across/down/along, etc.",phrase,(etw.) quer/runter/entlang usw. gleiten lassen,B2,,people: actions
slight,adjective,leicht,B2,,communication
slightly,adverb,leicht,B2,,communication
slim,adjective,schlank,A1,THIN,people: appearance
slim,adjective,schlank,C2,SMALL,
slip,verb,Beleg,B1,SLIDE,people: actions
slip,verb,Beleg,C2,OUT OF POSITION,
slip away,phrasal verb,entgleiten,C2,DISAPPEAR,
slip away,phrasal verb,entgleiten,C2,LEAVE,
slip away,phrasal verb,entgleiten,C2,DIE,
slip away,phrasal verb,entgleiten,C2,TIME,
slip out,phrasal verb,rausschlüpfen,C2,SAY SOMETHING,communication
"slip out/through, etc.",phrase,rausschlüpfen/durchschlüpfen usw.,C2,,
slippery,adjective,rutschig,C1,,
"slip sth into/through, etc.",phrase,hineinschlüpfen/durchschlüpfen usw.,C2,,people: actions
slip up,phrasal verb,ausrutschen,C2,,
slip your mind,phrase,vergiss deinen Verstand,C2,IDIOM,
slogan,noun,Slogan,C1,,communication
slope,noun,Neigung,B2,,
slot,noun,Slot,C1,HOLE,
slot,noun,Slot,C1,TIME,
slow,adjective,langsam,B2,NOT EXCITING,
slow,adjective,langsam,A1,NOT FAST,
slow,verb,langsam,C2,,people: actions
slow down,phrasal verb,verlangsamen,B2,,people: actions
slowly,adverb,langsam,A2,,
slow (sb/sth) down/up or slow down/up (sb/sth),phrasal verb,(jdn/etw) langsamer/rauf oder (jdn/etw) langsamer/rauf machen,B2,,people: actions
small,adjective,klein,A1,YOUNG,people: appearance
small,adjective,klein,A1,LITTLE,describing things
small,adjective,klein,A2,NOT IMPORTANT,
smart,adjective,schlau,B1,STYLISH,"clothes, people: appearance"
smart,adjective,schlau,B1,CLEVER,people: personality
smart,adjective,schlau,C1,TECHNOLOGY,technology
smash,verb,zerschlagen,B2,,people: actions
smell,verb,Geruch,B1,USE NOSE,people: actions
smell,verb,Geruch,B1,UNPLEASANT,
smell,verb,Geruch,B2,ABILITY,
smell,noun,Geruch,B1,CHARACTERISTIC,
smell,noun,Geruch,B2,ABILITY,body and health
smell,noun,Geruch,B2,UNPLEASANT,
"smell of/like; smell delicious/horrible, etc.",phrase,Geruch von/ähnlich; riecht köstlich/schrecklich usw.,B1,,
smile,verb,lächeln,B1,,"communication, people: actions, people: personality"
smile,noun,lächeln,B1,,"communication, people: personality"
smog,noun,SMOG,C1,,
smoke,noun,Rauch,B1,,
smoke,verb,Rauch,A1,,people: actions
smoker,noun,Raucher,B2,,people: actions
smoking,noun,Rauchen,A1,,people: actions
smoky,adjective,rauchig,C2,,
smooth,adjective,glatt,C2,MOVEMENT,
smooth,adjective,glatt,C1,PROCESS,
smooth,adjective,glatt,B1,REGULAR SURFACE,describing things
smoothly,adverb,glatt,B2,WITHOUT PROBLEMS,
smoothly,adverb,glatt,C2,WITHOUT SUDDEN MOVEMENTS,
smuggle,verb,schmuggeln,C1,,crime
snack,noun,Snack,A2,,food and drink
snake,noun,Schlange,A2,,animals
snap,verb,Schnapp,C2,BREAK,people: actions
snap,verb,Schnapp,C2,LOSE CONTROL,
snap,verb,Schnapp,C2,SPEAK ANGRILY,communication
snap (sth) open/shut/together,phrase,(etw.) auf-/zuklappen/zusammenschnappen,C2,,people: actions
snatch,verb,schnappen,C2,,people: actions
sneak a look/glance at sb/sth,phrase,einen kurzen Blick auf etw. werfen,C2,,people: actions
"sneak into/out/around, etc.",phrase,hinein/heraus/herumschleichen usw.,C2,,people: actions
"sneak sth into/out of/through, etc.",phrase,sich hineinschleichen/herausschleichen/durchschleichen usw.,C2,,people: actions
sneeze,verb,niesen,B2,,"body and health, people: actions"
sniff,verb,schnüffeln,C2,SMELL,people: actions
sniff,verb,schnüffeln,C2,MAKE A NOISE,people: actions
snob,noun,Snob,C2,,people: personality
snobbish,adjective,snobistisch,C2,,people: personality
snore,verb,schnarchen,B2,,people: actions
snow,noun,Schnee,A1,,natural world
snow,verb,Schnee,A2,WEATHER,natural world
snowboard,noun,Snowboard,B1,,shopping
snowboarding,noun,Snowboarden,A2,,"people: actions, shopping"
so,adverb,Also,A2,VERY,communication
so,adverb,Also,A2,MENTIONED EARLIER,
so,conjunction,Also,A2,REASON,
so,conjunction,Also,A2,SENTENCE BEGINNING,communication
soak,verb,einweichen,B2,PUT IN LIQUID,people: actions
soak,verb,einweichen,C1,MAKE WET,
soaked,adjective,durchnässt,B2,,
soaking,adjective,Einweichen,B2,,
soak up sth or soak sth up,phrasal verb,aufsaugen oder aufsaugen,B2,,
soap,noun,Seife,A2,FOR WASHING,
soap,noun,Seife,B1,TELEVISION PROGRAMME,arts and media
soap opera,noun,Seifenoper,B1,,arts and media
soar,verb,steigen,C2,INCREASE,
soar,verb,steigen,C2,IN THE SKY,
soaring,adjective,hochfliegend,C1,,
so as not to do sth,phrase,um es nicht zu tun,C1,,
so as to,phrase,damit,B2,,
sob,verb,schluchzen,B2,,"people: actions, people: personality"
sober,adjective,nüchtern,C2,SERIOUS,people: personality
sober,adjective,nüchtern,C2,NOT DRUNK,
sober,adjective,nüchtern,C2,NOT BRIGHT,describing things
so-called,adjective,sog,B2,NOT AS NAMED,communication
so-called,adjective,sog,B2,KNOWN AS,
sociable,adjective,gesellig,B1,,"people: personality, relationships"
social,adjective,sozial,B1,GOING OUT,
social,adjective,sozial,B2,SOCIETY,
socialism,noun,Sozialismus,C2,,politics
socialist,noun,sozialistisch,C1,,politics
socialize,verb,sozialisieren,B2,,relationships
social networking,noun,soziale Netzwerke,B1,,technology
society,noun,Gesellschaft,B1,PEOPLE,
society,noun,Gesellschaft,B2,ORGANIZATION,
sock,noun,Socke,A2,,clothes
"so did we/so have I/so is mine, etc.",phrase,so haben wir/so haben ich/so gehört mir usw.,B1,,
sofa,noun,Sofa,A2,,buildings
so far,phrase,bis jetzt,B1,,
so far so good,phrase,"So weit, ist es gut",C2,,
soft,adjective,weich,A2,NOT HARD,describing things
soft,adjective,weich,B1,GENTLE,
soft,adjective,weich,A2,SMOOTH,describing things
soft drink,noun,Erfrischungsgetränk,A2,,food and drink
softly,adverb,leise,B1,,
softness,noun,Weichheit,B2,,describing things
software,noun,Software,A2,,technology
soil,noun,Boden,B2,,natural world
solar,adjective,Solar-,B2,,natural world
soldier,noun,Soldat,B1,,
sole,adjective,"Sohle, einzig, alleinig",C1,,
solely,adverb,nur,C1,,
solicitor,noun,Rechtsanwalt,C1,,work
solid,adjective,solide,B2,HARD,describing things
solid,adjective,solide,C1,NOT LIQUID/GAS,describing things
solid,adjective,solide,B2,STRONG,describing things
solid,adjective,solide,C2,CERTAIN,
solidarity,noun,Solidarität,C1,,
"solid gold/silver/wood, etc.",phrase,massives Gold/Silber/Holz usw.,C1,,
solitary,adjective,einsam,C2,ONLY,
solitary,adjective,einsam,C2,DONE ALONE,
solitude,noun,Einsamkeit,C1,,
solo,adjective,Solo,B2,,
solo,noun,Solo,B2,,arts and media
solution,noun,Lösung,B1,,
solve,verb,lösen,B1,,
some,determiner,manche,A1,UNKNOWN AMOUNT,describing things
some,determiner,manche,B2,LARGE AMOUNT,describing things
some,determiner,manche,C1,NOT USING NAME,
some,pronoun,manche,A1,UNKNOWN AMOUNT,describing things
some,pronoun,manche,A1,NOT ALL,describing things
somebody,pronoun,jemand,A2,,
somehow,adverb,irgendwie,B2,REASON NOT CLEAR,
somehow,adverb,irgendwie,B1,WAY NOT KNOWN,
some kind of,phrase,irgendwie,B1,,
someone,pronoun,jemand,A2,,
something,pronoun,etwas,A1,THING,describing things
something like,phrase,so etwas wie,C2,,
something of a sth,phrase,so etwas wie ein,C2,,
sometimes,adverb,Manchmal,A1,,
somewhat,adverb,etwas,C1,,
somewhere,adverb,irgendwo,A2,PLACE,
"somewhere around/between, etc.",phrase,irgendwo in der Nähe/dazwischen usw.,B2,,describing things
so much for...,phrase,so viel zu...,C2,,
son,noun,Sohn,A1,,relationships
song,noun,Lied,A2,,arts and media
son-in-law,noun,Schwiegersohn,B2,,relationships
soon,adverb,bald,A2,AFTER SHORT PERIOD,
sooner or later,phrase,früher oder später,B2,,
soothing,adjective,beruhigend,C2,,describing things
sophisticated,adjective,anspruchsvoll,B2,WITH EXPERIENCE,people: personality
sophisticated,adjective,anspruchsvoll,B2,ADVANCED,technology
sore,adjective,wund,B1,PAINFUL,body and health
sorrow,noun,Kummer,C2,,people: personality
sorry,adjective,Entschuldigung,A2,SYMPATHY,communication
sorry,adjective,Entschuldigung,A1,APOLOGY,communication
sorry,adjective,Entschuldigung,B2,SAYING NO,people: personality
sort,noun,Sortieren,A2,TYPE,
sort,verb,Sortieren,B2,ORDER,people: actions
sort of,phrase,Irgendwie,B2,,describing things
sort out sth or sort sth out,phrasal verb,aussortieren oder aussortieren,B2,SOLVE PROBLEM,people: actions
sort out sth or sort sth out,phrasal verb,aussortieren oder aussortieren,B2,TIDY,people: actions
so (that),phrase,so dass),B1,,
so to speak,phrase,sozusagen,C2,,communication
soul,noun,Seele,B2,SPIRIT,people: personality
soul,noun,Seele,A2,MUSIC,arts and media
soul,noun,Seele,B2,PERSON,
sound,noun,Klang,A2,HEAR,
"sound angry/happy/rude, etc.",phrase,klingen wütend/glücklich/unhöflich usw.,B2,,people: personality
"sound good/interesting/strange, etc.",phrase,klingt gut/interessant/seltsam usw.,A2,,
sound like/as if/as though,phrase,klingen wie/als ob/als ob,B1,,
soundtrack,noun,Soundtrack,B2,,arts and media
soup,noun,Suppe,A1,,food and drink
sour,adjective,sauer,B1,,food and drink
source,noun,Quelle,B2,COME FROM,
source,noun,Quelle,C1,PERSON,
south,noun,Süden,A2,DIRECTION,
south,adjective,Süden,A2,,
south,adverb,Süden,A2,,
southeast,noun,Südost,B1,,
southeast,adjective,Südost,B1,,
southern,adjective,Süd-,B1,,
southwest,noun,Südwesten,B1,,
southwest,adjective,Südwesten,B1,,
souvenir,noun,Souvenir,B1,,travel
sow,verb,Sau,C1,,people: actions
soya,noun,Soja,C1,,food and drink
space,noun,Raum,A2,EMPTY PLACE,
space,noun,Raum,B1,BEYOND EARTH,natural world
space,noun,Raum,B2,AREA AROUND,
spacious,adjective,geräumig,C1,,describing things
spade,noun,Spaten,C2,,
spam,noun,Spam,C1,,technology
spare,adjective,Ersatzteil,B1,EXTRA,
spare,verb,Ersatzteil,C1,GIVE,
spare a thought for sb,phrase,Denken Sie darüber nach,C2,,
"spare no effort/expense, etc.",phrase,keine Mühen/Kosten usw. scheuen.,C2,,
spare time,phrase,Freizeit,A2,,work
spark,noun,Funke,C2,FIRE,
spark,noun,Funke,C2,START,
spark,verb,Funke,C2,,
sparkling,adjective,funkelnd,B2,SHINING,
sparkling,adjective,funkelnd,C1,SPECIAL,describing things
sparkling water/wine,phrase,Mineralwasser/Wein,B1,,food and drink
sparsely,adverb,dünn,C2,,
speak,verb,sprechen,A1,SAY WORDS,communication
speak,verb,sprechen,A1,LANGUAGE,communication
speak,verb,sprechen,B2,IN PUBLIC,
speak about/of sth,phrase,über/über sprechen,B1,,
speaker,noun,Lautsprecher,A2,EQUIPMENT,technology
speaker,noun,Lautsprecher,B1,PERSON,communication
speaker,noun,Lautsprecher,B1,IN PUBLIC,communication
speak for/on behalf of sb,phrase,für/im Namen von sprechen,C1,,communication
speaks for itself,phrase,spricht für sich,C2,,
speak up,phrasal verb,sprich laut,B2,,communication
speak volumes,phrase,sprechen Bände,C2,IDIOM,communication
speak your mind,phrase,Sagen Sie Ihre Meinung,C2,,
special,adjective,besonders,A2,VERY GOOD,describing things
special,adjective,besonders,B1,DIFFERENT,
special attention/care/treatment,phrase,besondere Aufmerksamkeit/Pflege/Behandlung,B2,,
specialist,noun,Spezialist,B2,,people: personality
speciality,noun,Spezialität,C1,,
specialize,verb,spezialisieren,B2,,"education, work"
specially,adverb,speziell,B1,,
special offer,phrase,Sonderangebot,B1,,"money, shopping"
species,noun,Spezies,B2,,animals
specific,adjective,spezifisch,C1,EXACT,
specific,adjective,spezifisch,B2,PARTICULAR THING,
specifically,adverb,speziell,C1,PARTICULAR PURPOSE,
specifically,adverb,speziell,C1,EXACTLY,
specification,noun,Spezifikation,C1,,
specify,verb,angeben,B2,,communication
specimen,noun,Probe,C2,,
spectacular,adjective,spektakulär,B1,,
spectator,noun,Zuschauer,B2,,"arts and media, shopping"
spectrum,noun,Spektrum,C2,COLOURS,
spectrum,noun,Spektrum,C1,ALL POSSIBILITIES,
speculate,verb,spekulieren,C2,,
speculation,noun,Spekulation,C1,,
speech,noun,Rede,B1,ABILITY TO TALK,communication
speech,noun,Rede,B2,FORMAL TALK,communication
speechless,adjective,sprachlos,C1,,people: personality
speed,noun,Geschwindigkeit,B2,MOVEMENT,
speed,noun,Geschwindigkeit,B1,RATE OF MOVEMENT,
spell,verb,Fluch,A2,,communication
spelling,noun,Rechtschreibung,A2,,communication
spend,verb,ausgeben,A2,TIME,people: actions
spend,verb,ausgeben,A2,MONEY,"money, people: actions, shopping"
spending,noun,Ausgaben,C2,,money
sphere,noun,Kugel,C1,,
spice,noun,würzen,B1,FOOD,food and drink
spice,noun,würzen,C2,EXCITEMENT,
spicy,adjective,scharf,B1,,food and drink
spider,noun,Spinne,B1,,animals
spill,verb,verschütten,B1,,people: actions
spin,verb,drehen,C1,TURN,
spinach,noun,Spinat,B1,,food and drink
spine,noun,Wirbelsäule,C1,,body and health
spin (sb) around/round,phrasal verb,(jdn) herumdrehen,C2,,people: actions
spirit,noun,Geist,B2,WAY OF FEELING,people: personality
spirit,noun,Geist,B2,GHOST,
spirit,noun,Geist,C1,NOT BODY,
spirit,noun,Geist,C1,DRINK,food and drink
spiritual,adjective,spirituell,B2,,people: personality
spiritually,adverb,spirituell,C2,,
spit,verb,spucken,C2,,people: actions
spite,noun,Trotz,C2,FEELING,people: personality
splash,verb,Spritzen,B2,LIQUID,people: actions
splash,noun,Spritzen,B2,SOUND,
splash,noun,Spritzen,C2,DROP OF LIQUID,
"splash about/around/through, etc.",phrase,herumspritzen/durchspritzen usw.,B2,,people: actions
splash out,phrasal verb,herausspritzen,C2,,
splendid,adjective,prächtig,C1,,describing things
splendour,noun,Pracht,C2,,
split,verb,Teilt,B2,DIVIDE,people: actions
split,verb,Teilt,C1,SHARE,
split,verb,Teilt,C2,COME APART,people: actions
split,verb,Teilt,C2,DISAGREE,
split up,phrasal verb,aufteilen,B1,,"people: actions, relationships"
spoil,verb,verderben,B1,MAKE BAD,people: actions
spoil,verb,verderben,C1,CHILD,
spokesman,noun,Sprecher,C1,,
spokesperson,noun,Sprecher,C1,,
sponsor,verb,Sponsor,B2,,money
sponsor,noun,Sponsor,B2,,money
sponsorship,noun,Sponsoring,C1,,money
spoon,noun,Löffel,A2,,food and drink
sport,noun,Sport,A1,GAME,shopping
sport,noun,Sport,A1,PHYSICAL ACTIVITY,shopping
sports,adjective,Sport,B1,,shopping
sports centre,noun,Sportzentrum,A2,,"buildings, shopping"
sporty,adjective,sportlich,C1,,shopping
spot,noun,Stelle,B1,CIRCLE,
spot,noun,Stelle,B2,PLACE,
spot,noun,Stelle,B2,SKIN,body and health
spot,verb,Stelle,B2,,people: actions
spotless,adjective,makellos,C2,,describing things
spotlight,noun,Scheinwerfer,C2,,arts and media
spouse,noun,Ehepartner,C2,,relationships
spray,noun,Spray,B2,,
spray,verb,Spray,B2,,people: actions
spread,verb,verbreiten,B2,INFORMATION,communication
spread,verb,verbreiten,B2,GRADUALLY AFFECT,
spread,verb,verbreiten,B2,COVER AREA,
spread,verb,verbreiten,C1,ARRANGE,people: actions
spread,verb,verbreiten,C2,SURFACE,people: actions
spread,verb,verbreiten,C2,TIME,
spread,noun,verbreiten,B2,MOVEMENT,
spread out,phrasal verb,ausbreiten,B2,,people: actions
spreadsheet,noun,Kalkulationstabelle,B2,,"communication, technology"
spring,noun,Frühling,A2,SEASON,natural world
spring,noun,Frühling,C1,WATER,natural world
"spring back/forward/out, etc.",phrase,zurück/vorwärts/heraus springen usw.,C2,,
spring from sth,phrasal verb,entspringen,C2,,
spring to mind,phrase,fallen mir ein,C2,,
spring up,phrasal verb,aufspringen,C2,,
sprinkle,verb,streuen,C2,,people: actions
spur,verb,Sporn,C2,,
spy,noun,Spion,B1,,
spy,verb,Spion,C1,INFORMATION,
spy on sb,phrasal verb,ausspionieren,C2,,
squad,noun,Kader,C2,,shopping
squander,verb,verschwenden,C2,,money
square,noun,Quadrat,A2,SHAPE,describing things
square,noun,Quadrat,A2,IN TOWN,
square,adjective,Quadrat,A2,,describing things
squash,verb,quetschen,B2,PUSH INTO,people: actions
squash,verb,quetschen,B2,CRUSH FLAT,people: actions
squash,noun,quetschen,B1,,shopping
squeak,verb,quietschen,C2,,
squeaky,adjective,quietschend,C2,SOUND,
squeeze,verb,quetschen,B2,PRESS,people: actions
squeeze sb/sth in or squeeze in sb/sth,phrasal verb,etw. hineinquetschen oder etw. hineinquetschen,C2,,
squeeze (sb/sth) in/squeeze (sb/sth) into sth,phrasal verb,jdn/etw. hineinzwängen/jdn/etw. hineinquetschen,B2,,people: actions
"squeeze through/past, etc.",phrase,durch/vorbei quetschen usw.,C1,,people: actions
stab,verb,stechen,B2,,"crime, people: actions"
stability,noun,Stabilität,C1,,
stable,adjective,stabil,C1,SITUATION,
stable,noun,stabil,C2,,buildings
stable,adjective,stabil,C1,PERSON,people: personality
stadium,noun,Stadion,A2,,"buildings, shopping"
staff,noun,Personal,A2,,work
stage,noun,Bühne,A2,THEATRE,arts and media
stage,noun,Bühne,B2,PART,
"stage a concert/show, etc.",phrase,ein Konzert/eine Show usw. veranstalten.,C2,,"arts and media, people: actions"
stagger,verb,staffeln,C2,,people: actions
staggering,adjective,Staffelung,C1,,describing things
stain,verb,Fleck,C2,MARK,people: actions
stain,noun,Fleck,B2,,
stain,verb,Fleck,C2,DAMAGE,
staircase,noun,Treppe,C1,,buildings
stairs,noun,Treppe,A2,,buildings
stale,adjective,abgestanden,C1,,food and drink
stall,noun,Stall,B1,,shopping
stamina,noun,Ausdauer,C1,,body and health
stamp,noun,Stempel,A2,,communication
stamp,verb,Stempel,B2,MARK,
stamp,verb,Stempel,C2,FOOT,people: actions
stance,noun,Haltung,C2,,
stand,verb,Stand,A2,VERTICAL,
stand,verb,Stand,A2,RISE,people: actions
stand,verb,Stand,C2,STATE,
stand,verb,Stand,C1,NOT BE DESTROYED,
stand,verb,Stand,C1,ACCEPT,
stand,verb,Stand,C2,ELECTION,
stand,noun,Stand,C1,FOR SELLING/SHOWING,
stand,noun,Stand,C2,FURNITURE,
stand a chance,phrase,eine Chance haben,C2,,
standard,noun,Standard,B2,QUALITY,
standard,noun,Standard,C2,BEHAVIOUR,people: personality
standard,adjective,Standard,B2,,describing things
standard of living,phrase,Lebensstandard,B2,,money
stand at sth,phrase,stehen bei,C1,,
stand back,phrasal verb,zurücktreten,B2,,people: actions
stand by sb,phrasal verb,stehen zu,B2,,relationships
stand for sth,phrasal verb,stehen für,B2,REPRESENT,politics
stand for sth,phrasal verb,stehen für,B2,LETTERS,communication
stand in,phrasal verb,einstehen,C2,,
stand out,phrasal verb,hervorstechen,B2,EASY TO SEE,
stand out,phrasal verb,hervorstechen,B2,BE BETTER,
standpoint,noun,Standpunkt,C2,,
"stand (sth) in/against/by, etc. sth",phrase,(etw) in/gegen/beistehen usw.,B2,,people: actions
stand to gain/lose sth,phrase,"stehen, um zu gewinnen/zu verlieren",C2,,
stand trial,phrase,vor Gericht stehen,C2,,crime
stand up for sth/sb,phrasal verb,sich für jdn. einsetzen,B2,,communication
stand up sb or stand sb up,phrasal verb,aufstehen oder aufstehen,B2,,relationships
stand up to sb/sth,phrasal verb,sich / etw. widersetzen,C1,,
stand your ground,phrase,Bleiben Sie standhaft,C2,IDIOM,
star,noun,Stern,A2,PERFORMER,arts and media
star,noun,Stern,A2,OBJECT IN SPACE,natural world
star,noun,Stern,A2,SHAPE,describing things
star,noun,Stern,C1,BEST,
star,verb,Stern,B1,,arts and media
stardom,noun,Ruhm,C2,,
stare,verb,starren,B2,,people: actions
start,verb,Start,A1,BEGIN,people: actions
start,verb,Start,B1,MAKE HAPPEN,people: actions
start,verb,Start,B2,BUSINESS,"people: actions, work"
start,verb,Start,B2,SWITCH ON,"people: actions, technology"
start,noun,Start,B1,BEGINNING,
start,noun,Start,C2,ADVANTAGE,
start out,phrasal verb,beginnen,C1,,
start (sth) off or start off(sth),phrasal verb,(etw) beginnen oder (etw) beginnen,B1,,people: actions
starvation,noun,Hunger,C2,,body and health
starve,verb,verhungern,C1,,body and health
starving,adjective,verhungern,B2,ILL/DYING,"body and health, food and drink"
starving,adjective,verhungern,B2,HUNGRY,food and drink
state,noun,Zustand,B2,CONDITION,
state,noun,Zustand,C1,COUNTRY,natural world
state,verb,Zustand,B2,,communication
state,adjective,Zustand,B2,,politics
statement,noun,Stellungnahme,B2,THING SAID,communication
statement,noun,Stellungnahme,C2,MONEY,
state-of-the-art,adjective,Stand der Technik,C1,,describing things
station,noun,Station,A1,TRAINS,"buildings, travel"
station,noun,Station,B1,BROADCASTING,arts and media
statistic,noun,Statistik,C1,,
statistical,adjective,statistisch,C1,,
statistics,noun,Statistiken,B2,,
statue,noun,Statue,B1,,arts and media
status,noun,Status,C1,,
status symbol,noun,Statussymbol,C1,,
stay,verb,bleiben,A1,NOT LEAVE,
stay,verb,bleiben,A2,LIVE,travel
stay,verb,bleiben,B1,CONTINUE,
stay,noun,bleiben,B1,,travel
stay away from sth,phrasal verb,halte dich davon fern,C1,,
stay behind,phrasal verb,bleib zurück,B1,,people: actions
stay in,phrasal verb,bleib drin,B1,,
stay on,phrasal verb,bleib dran,C1,,
stay out,phrasal verb,bleib draußen,B2,,people: actions
stay out of sth,phrasal verb,halte dich fern,C2,,
stay over,phrasal verb,bleib drüben,B2,,travel
stay put,phrase,bleib sitzen,C2,,
stay up,phrasal verb,bleib oben,B2,,
steadily,adverb,ständig,B2,,
steady,adjective,stetig,B2,GRADUAL,
steady,adjective,stetig,B2,STILL,
steady,adjective,stetig,C1,NOT CHANGING,
steady job/work,phrase,fester Job/Arbeit,C2,,work
steady/strong nerves,phrase,stabile/starke Nerven,B2,,people: personality
steak,noun,Steak,A2,,food and drink
steal,verb,stehlen,A2,,"crime, people: actions"
steam,noun,Dampf,B2,GAS,natural world
steel,noun,Stahl,B2,,natural world
steep,adjective,steil,B1,SLOPE,
steep,adjective,steil,C1,LARGE,
steer,verb,steuern,B2,CONTROL DIRECTION,"people: actions, travel"
steer clear of sb/sth,phrase,sich von etw. fernhalten,C2,,
steering wheel,noun,Lenkrad,B2,,travel
stem from sth,phrasal verb,stammen aus,C1,,
step,noun,Schritt,B1,FOOT MOVEMENT,people: actions
step,noun,Schritt,B1,STAIR,buildings
step,noun,Schritt,B2,STAGE,
"step back/forward/over, etc.",phrase,einen Schritt zurück/vor/übergehen usw.,B1,,people: actions
step by step,phrase,Schritt für Schritt,C1,,
step down,phrasal verb,zurücktreten,C2,,work
stepfather,noun,Stiefvater,B2,,relationships
stepmother,noun,Stiefmutter,B2,,relationships
step on/in sth,phrase,ein-/aussteigen,B1,,people: actions
stereotype,noun,Stereotyp,C1,,
stereotypical,adjective,stereotyp,C2,,people: personality
stern,adjective,Stern,C2,,people: personality
stick,verb,Stock,B1,FIX,people: actions
stick,noun,Stock,B1,THIN PIECE,
stick by sb,phrasal verb,bleib dran,C2,,relationships
stick out,phrasal verb,hervorstechen,B2,,
"stick (sth) in/into/through, etc.",phrase,(etw) hinein/in/durch stecken usw.,B2,,people: actions
stick together,phrasal verb,zusammenhalten,B2,,relationships
stick to sth,phrasal verb,bleib dabei,B2,,people: actions
stick up for sb/sth,phrasal verb,sich für etw. einsetzen,C2,,communication
